name,year,selling_price,km_driven,fuel,Company
Mahindra XUV500 W8,2015,850000,173000,Diesel,Mahindra
Honda City 1.5,2011,500000,35000,Petrol,Honda
Maruti Alto LX,2011,130000,60000,Petrol,Maruti
Volkswagen Polo 1.2,2016,375000,120000,Petrol,Volkswagen
Volkswagen Polo Diesel,2011,220000,222300,Diesel,Volkswagen
Toyota Innova 2.5,2013,625000,100000,Diesel,Toyota
Maruti Ritz LDi,2013,295000,120000,Diesel,Maruti
Tata Sumo MKII,2010,235000,90000,Diesel,Tata
Hyundai Sonata 2.4,2012,500000,330000,Petrol,Hyundai
Maruti Swift VVT,2017,509999,20000,Petrol,Maruti
Hyundai Grand i10,2016,370000,30000,Petrol,Hyundai
Mahindra Quanto C8,2012,300000,210000,Diesel,Mahindra
Hyundai i10 Sportz,2015,350000,20000,Petrol,Hyundai
Renault KWID 1.0,2018,395000,20000,Petrol,Renault
Toyota Innova 2.5,2015,850000,100000,Diesel,Toyota
Toyota Innova 2.5,2015,1150000,40000,Diesel,Toyota
Volkswagen Vento Diesel,2012,280000,120000,Diesel,Volkswagen
Mahindra TUV 300,2018,775000,50000,Diesel,Mahindra
Hyundai Verna 1.6,2012,420000,100000,Diesel,Hyundai
Honda City 1.5,2010,310000,91000,Petrol,Honda
Hyundai Grand i10,2015,500000,40000,Petrol,Hyundai
Maruti Ritz ZDi,2013,300000,100000,Diesel,Maruti
Honda City 2017-2020,2008,155000,120000,Petrol,Honda
Maruti Swift Dzire,2013,350000,185000,Diesel,Maruti
Mahindra XUV500 AT,2016,950000,75000,Diesel,Mahindra
Hyundai Grand i10,2015,350000,80000,Diesel,Hyundai
Tata Nexon 1.2,2020,537000,5000,Petrol,Tata
Volkswagen Polo 2015-2019,2019,585000,10000,Petrol,Volkswagen
Maruti Ertiga VDI,2012,350000,140000,Diesel,Maruti
Hyundai Elite i20,2019,700000,19000,Petrol,Hyundai
Maruti Ertiga SHVS,2017,849000,44600,Diesel,Maruti
Volkswagen Polo GT,2014,574000,28080,Petrol,Volkswagen
Hyundai i20 Magna,2014,484999,28800,Petrol,Hyundai
Renault KWID RXT,2018,360000,21900,Petrol,Renault
Volkswagen Polo GT,2014,575000,28100,Petrol,Volkswagen
Honda City i,2014,550000,110000,Diesel,Honda
Hyundai i20 Asta,2016,700000,100000,Diesel,Hyundai
Maruti Swift Dzire,2019,825000,7673,Diesel,Maruti
Maruti Wagon R,2008,114999,100000,Petrol,Maruti
Tata Manza Aqua,2009,150000,75000,Petrol,Tata
Maruti Swift Dzire,2018,851000,50000,Diesel,Maruti
Hyundai Verna 1.4,2014,550000,40000,Petrol,Hyundai
Maruti Ertiga SHVS,2016,890000,40000,Diesel,Maruti
Hyundai i20 1.2,2012,265000,100000,Petrol,Hyundai
Mahindra Scorpio 1.99,2014,900000,110000,Diesel,Mahindra
Chevrolet Beat Diesel,2013,210000,96272,Diesel,Chevrolet
Toyota Innova 2.5,2011,750000,168000,Diesel,Toyota
Maruti Wagon R,2015,400000,22500,Petrol,Maruti
Maruti Vitara Brezza,2020,925000,7400,Diesel,Maruti
Maruti Swift Dzire,2011,275000,70000,Petrol,Maruti
Maruti Wagon R,2009,175000,67000,Petrol,Maruti
Ford Fusion 1.4,2009,155000,110000,Diesel,Ford
Maruti SX4 VDI,2012,325000,175000,Diesel,Maruti
Mahindra Scorpio LX,2014,700000,120000,Diesel,Mahindra
Tata Indica V2,2008,50000,120000,Diesel,Tata
Mahindra Scorpio LX,2012,450000,370000,Diesel,Mahindra
Hyundai Verna 1.6,2014,645000,150360,Diesel,Hyundai
Tata Tigor 1.05,2017,597000,15000,Diesel,Tata
Renault KWID AMT,2018,400000,30000,Petrol,Renault
Maruti Swift Vdi,2009,300000,150000,Diesel,Maruti
Maruti Swift VDI,2015,573000,100000,Diesel,Maruti
Maruti Alto K10,2011,180000,70000,Petrol,Maruti
Tata Nano Lx,2011,70000,40000,Petrol,Tata
Toyota Innova 2.5,2008,500000,154000,Diesel,Toyota
Maruti Ertiga VDI,2013,450000,120000,Diesel,Maruti
Tata Sumo Gold,2013,310000,145000,Diesel,Tata
Mahindra KUV 100,2017,400000,30000,Diesel,Mahindra
Maruti Swift ZDi,2014,390000,90000,Diesel,Maruti
Maruti Alto LXi,2011,122000,110000,Petrol,Maruti
Mahindra Scorpio 1.99,2016,741000,70000,Diesel,Mahindra
Hyundai i20 1.4,2012,330000,40000,Diesel,Hyundai
Mahindra Scorpio SLE,2010,300000,166000,Diesel,Mahindra
Hyundai i10 Sportz,2011,215000,100000,Petrol,Hyundai
Maruti Wagon R,2009,150000,75000,Petrol,Maruti
Hyundai EON Era,2013,250000,42130,Petrol,Hyundai
Maruti Ritz LXI,2010,180000,53000,Petrol,Maruti
Maruti Zen LXI,2006,150000,106000,Petrol,Maruti
Maruti Baleno Sigma,2019,556000,10000,Petrol,Maruti
Maruti Swift Dzire,2016,550000,37000,Petrol,Maruti
Mahindra XUV500 AT,2018,1500000,20000,Diesel,Mahindra
Toyota Etios Liva,2017,549000,35000,Petrol,Toyota
Hyundai i20 2015-2017,2016,630000,50000,Petrol,Hyundai
Hyundai Creta 1.6,2017,1125000,47000,Diesel,Hyundai
Maruti Baleno Alpha,2017,680000,71000,Diesel,Maruti
Honda City i-DTEC,2017,1050000,50000,Diesel,Honda
Tata Zest Quadrajet,2015,450000,57000,Diesel,Tata
Maruti Wagon R,2010,210000,43000,Petrol,Maruti
Maruti Swift Dzire,2014,470000,60000,Diesel,Maruti
Maruti Swift Dzire,2014,470000,60000,Petrol,Maruti
Hyundai i20 Asta,2015,550000,40000,Diesel,Hyundai
Maruti A-Star Vxi,2011,204999,60000,Petrol,Maruti
Honda City i,2015,950000,30000,Petrol,Honda
Hyundai i20 Asta,2015,550000,160000,Diesel,Hyundai
Toyota Innova 2.5,2007,270000,147500,Diesel,Toyota
Volkswagen Polo Diesel,2013,280000,90000,Diesel,Volkswagen
Maruti Ciaz ZDi,2015,630000,70000,Diesel,Maruti
Honda City 2017-2020,2007,220000,70000,Petrol,Honda
Mahindra Xylo D4,2014,320000,120000,Diesel,Mahindra
Hyundai EON Era,2013,225000,75000,Petrol,Hyundai
Honda City 1.5,2010,380000,85000,Petrol,Honda
Maruti Swift Dzire,2012,380000,70000,Diesel,Maruti
Volkswagen Ameo 1.5,2017,600000,29000,Diesel,Volkswagen
Ford Endeavour 2.5L,2014,620000,40000,Diesel,Ford
Hyundai Verna SX,2012,500000,90000,Diesel,Hyundai
Mahindra TUV 300,2015,700000,40000,Diesel,Mahindra
Ford EcoSport 1.5,2015,550000,138000,Diesel,Ford
Maruti Swift VDI,2016,600000,70000,Diesel,Maruti
Volkswagen Ameo 1.0,2019,550000,30000,Petrol,Volkswagen
Hyundai Verna 1.6,2013,475000,125000,Diesel,Hyundai
Honda City i,2015,615000,120000,Diesel,Honda
Maruti Swift Dzire,2013,385000,180000,Diesel,Maruti
Tata Zest Revotron,2015,500000,20000,Petrol,Tata
Renault Duster 85PS,2012,450000,80000,Diesel,Renault
Toyota Innova 2.5,2014,969999,110000,Diesel,Toyota
Hyundai Verna 1.6,2013,580000,80000,Diesel,Hyundai
Toyota Platinum Etios,2017,550000,40000,Diesel,Toyota
Honda WR-V i-VTEC,2018,780000,30000,Petrol,Honda
Ford Fiesta 1.5,2014,500000,80000,Diesel,Ford
Maruti Alto K10,2017,335000,25000,Petrol,Maruti
Maruti Swift Dzire,2017,755000,20000,Diesel,Maruti
Hyundai EON Magna,2017,340000,30000,Petrol,Hyundai
Hyundai Creta 1.6,2018,1237000,46000,Diesel,Hyundai
Volkswagen Polo Diesel,2013,350000,70000,Diesel,Volkswagen
Maruti Swift ZXI,2018,695000,40000,Petrol,Maruti
Maruti Alto 800,2015,270000,40000,Petrol,Maruti
Maruti Ertiga SHVS,2016,790000,120000,Diesel,Maruti
Maruti Swift VDI,2016,590000,120000,Diesel,Maruti
Maruti Swift Dzire,2017,635000,120000,Petrol,Maruti
Mahindra Bolero 2011-2019,2015,540000,110000,Diesel,Mahindra
Renault Pulse RxZ,2012,265000,67000,Diesel,Renault
Maruti Swift Dzire,2014,600000,50000,Diesel,Maruti
Hyundai Verna 1.6,2012,409999,100000,Diesel,Hyundai
Toyota Etios GD,2015,525000,80000,Diesel,Toyota
Ford Figo Diesel,2011,150000,50000,Diesel,Ford
Maruti Esteem Lxi,2007,55000,70000,Petrol,Maruti
Maruti Omni 5,2011,130000,70000,Petrol,Maruti
Maruti Vitara Brezza,2017,925000,50000,Diesel,Maruti
Renault Lodgy 85PS,2017,690000,65000,Diesel,Renault
Maruti Ertiga VDI,2012,560000,200000,Diesel,Maruti
Maruti Ciaz Zeta,2018,950000,7500,Diesel,Maruti
Renault Lodgy 85PS,2017,695000,65000,Diesel,Renault
Maruti Swift VXI,2013,450000,35000,Petrol,Maruti
Maruti Swift VXi,2009,229999,71000,Petrol,Maruti
Maruti Alto LXi,2012,200000,50000,Petrol,Maruti
Hyundai i20 2015-2017,2017,666000,13000,Petrol,Hyundai
Honda WR-V i-DTEC,2018,834000,30000,Diesel,Honda
Mahindra Bolero 2011-2019,2012,430000,120000,Diesel,Mahindra
Maruti Swift Vdi,2010,360000,120000,Diesel,Maruti
Hyundai EON Era,2014,240000,70000,Petrol,Hyundai
Maruti Swift VDI,2016,210000,210000,Diesel,Maruti
Tata Indigo eCS,2010,135000,148000,Diesel,Tata
Mahindra TUV 300,2017,700000,54188,Diesel,Mahindra
Chevrolet Beat LT,2011,150000,100000,Petrol,Chevrolet
Hyundai EON D,2014,215000,40000,Petrol,Hyundai
Renault KWID Climber,2017,330000,20000,Petrol,Renault
Hyundai Grand i10,2014,374000,54043,Petrol,Hyundai
Hyundai Verna 1.6,2012,549000,66657,Diesel,Hyundai
Tata Indigo CS,2016,390000,42000,Diesel,Tata
Hyundai i20 Asta,2013,455999,35582,Petrol,Hyundai
Volkswagen Polo GT,2013,453000,54327,Petrol,Volkswagen
Volkswagen Ameo 1.2,2016,579000,7949,Petrol,Volkswagen
Hyundai i10 Sportz,2010,258000,59734,Petrol,Hyundai
Honda City S,2012,428000,49185,Petrol,Honda
Hyundai i10 Magna,2011,262000,56389,Petrol,Hyundai
Volkswagen Polo Petrol,2013,389000,58245,Petrol,Volkswagen
Honda Jazz Basic,2011,339000,42535,Petrol,Honda
Hyundai i10 Sportz,2011,272000,40736,Petrol,Hyundai
Maruti Swift VXI,2012,369000,56246,Petrol,Maruti
Maruti Swift LXI,2011,277000,55403,Petrol,Maruti
Tata Tigor 1.2,2018,535000,30000,Petrol,Tata
Maruti Alto K10,2015,265000,67000,Petrol,Maruti
Hyundai Verna 1.6,2013,400000,70000,Petrol,Hyundai
Hyundai Grand i10,2014,459999,90000,Diesel,Hyundai
Hyundai Elite i20,2019,667000,7500,Petrol,Hyundai
Tata New Safari,2011,300000,80000,Diesel,Tata
Tata Indigo CR4,2012,229999,186000,Diesel,Tata
Tata Indica V2,2016,200000,110000,Diesel,Tata
Ford Fiesta Classic,2012,280000,105358,Diesel,Ford
Hyundai i20 Sportz,2014,590000,70000,Petrol,Hyundai
Hyundai i10 Era,2010,142000,49200,Petrol,Hyundai
Honda City i-VTEC,2017,850000,40000,Petrol,Honda
Honda Mobilio V,2014,600000,40000,Diesel,Honda
Mahindra TUV 300,2017,700000,40000,Diesel,Mahindra
Chevrolet Beat LS,2013,200000,70000,Petrol,Chevrolet
Hyundai Creta 1.6,2016,900000,110000,Diesel,Hyundai
Maruti Alto K10,2014,220000,100000,Petrol,Maruti
Hyundai Grand i10,2018,650000,10000,Petrol,Hyundai
Toyota Fortuner 2.8,2017,3100000,70000,Diesel,Toyota
Toyota Innova Crysta,2016,1500000,100600,Diesel,Toyota
Mahindra XUV500 W8,2014,800000,136000,Diesel,Mahindra
Ford Fiesta 1.4,2010,250000,110000,Diesel,Ford
Renault Duster 110PS,2012,550000,86000,Diesel,Renault
Maruti Alto LXi,2009,125000,141000,Petrol,Maruti
Honda City 1.5,2011,450000,80000,Petrol,Honda
Mahindra XUV500 W10,2015,850000,140000,Diesel,Mahindra
Maruti Swift Dzire,2014,459999,65000,Diesel,Maruti
Maruti Swift Dzire,2014,434999,110000,Diesel,Maruti
Tata Indigo LX,2008,120000,100000,Diesel,Tata
Maruti Swift VDI,2015,600000,80000,Diesel,Maruti
Maruti Wagon R,2008,135000,90000,Petrol,Maruti
Hyundai i20 2015-2017,2016,780000,35000,Diesel,Hyundai
Maruti Alto LXi,2008,100000,195000,Petrol,Maruti
Hyundai i20 2015-2017,2017,650000,60000,Diesel,Hyundai
Hyundai Verna 1.6,2012,425000,100000,Diesel,Hyundai
Maruti Swift VDI,2017,590000,30000,Diesel,Maruti
Maruti Celerio ZXI,2016,459999,27000,Petrol,Maruti
Maruti Swift ZXI,2020,578000,5000,Petrol,Maruti
Maruti Ertiga VDI,2012,550000,110000,Diesel,Maruti
Honda City Corporate,2013,465000,80000,Petrol,Honda
Mahindra Bolero Power,2018,890000,80000,Diesel,Mahindra
Mahindra Verito 1.5,2014,250000,110000,Diesel,Mahindra
Maruti Swift Dzire,2015,615000,60000,Diesel,Maruti
Maruti Ertiga ZDI,2014,684000,60000,Diesel,Maruti
Maruti Ertiga ZDI,2014,680000,64000,Diesel,Maruti
Renault Duster 85PS,2014,500000,120000,Diesel,Renault
Renault Duster 85PS,2014,520000,120000,Diesel,Renault
Ford Freestyle Trend,2018,675000,60000,Diesel,Ford
Mahindra XUV300 W8,2019,1200000,15000,Diesel,Mahindra
Maruti Swift Dzire,2011,265000,60000,Diesel,Maruti
Volkswagen Polo 1.2,2016,395000,40000,Petrol,Volkswagen
Volkswagen Polo 1.2,2016,385000,40000,Petrol,Volkswagen
Maruti Wagon R,2009,142000,70000,Petrol,Maruti
Hyundai i10 Era,2009,160000,35000,Petrol,Hyundai
Tata Indigo CS,2012,180000,50000,Diesel,Tata
Ford Figo Titanium,2019,700000,3177,Petrol,Ford
Hyundai Grand i10,2015,400000,39414,Petrol,Hyundai
Tata Indica V2,2012,200000,30078,Petrol,Tata
Hyundai EON Magna,2012,250000,44588,Petrol,Hyundai
Maruti Celerio ZXI,2015,400000,49907,Petrol,Maruti
Maruti Swift VXI,2013,371000,67082,Petrol,Maruti
Ford EcoSport 1.5,2016,570000,112879,Diesel,Ford
Honda Brio S,2013,300000,80000,Petrol,Honda
Hyundai i20 1.2,2017,620000,25000,Petrol,Hyundai
Honda City i-VTEC,2018,949000,10200,Petrol,Honda
Mahindra Bolero 2011-2019,2018,750000,60000,Diesel,Mahindra
Maruti Celerio VXI,2017,350000,20000,Petrol,Maruti
Mahindra XUV500 W10,2017,1250000,60000,Diesel,Mahindra
Renault KWID 1.0,2016,270000,30000,Petrol,Renault
Hyundai EON Magna,2013,235000,40000,Petrol,Hyundai
Maruti Swift VXI,2016,500000,60000,Petrol,Maruti
Maruti Alto LXi,2012,220000,111000,Petrol,Maruti
Maruti Swift Dzire,2014,380000,70000,Diesel,Maruti
Maruti Alto K10,2010,160000,100000,Petrol,Maruti
Hyundai EON 1.0,2017,339000,25000,Petrol,Hyundai
Ford Fiesta Classic,2011,229999,100000,Petrol,Ford
Mahindra KUV 100,2016,400000,35000,Diesel,Mahindra
Hyundai Xcent 1.2,2018,470000,25000,Diesel,Hyundai
Ford Aspire Titanium,2019,575000,20000,Petrol,Ford
Maruti Wagon R,2014,350000,15000,Petrol,Maruti
Renault KWID RXT,2016,300000,25000,Petrol,Renault
Maruti Celerio ZXI,2018,580000,10000,Petrol,Maruti
Hyundai Creta 1.6,2015,1000000,70000,Diesel,Hyundai
Tata Zest Quadrajet,2017,459999,80000,Diesel,Tata
Maruti Swift VDI,2015,635000,50000,Diesel,Maruti
Hyundai Verna 1.6,2014,650000,83000,Diesel,Hyundai
Maruti Swift Dzire,2013,525000,116000,Diesel,Maruti
Maruti Swift Dzire,2008,320000,175802,Diesel,Maruti
Toyota Innova 2.5,2006,450000,192000,Diesel,Toyota
Volkswagen Vento Petrol,2011,227000,73840,Petrol,Volkswagen
Mahindra Bolero DI,2011,325000,162000,Diesel,Mahindra
Hyundai Grand i10,2013,300000,75000,Petrol,Hyundai
Mahindra Scorpio SLE,2011,400000,320000,Diesel,Mahindra
Volkswagen Vento 1.5,2015,550000,120000,Diesel,Volkswagen
Maruti Alto LXi,2010,165000,20000,Petrol,Maruti
Hyundai EON Magna,2014,210000,70000,Petrol,Hyundai
Renault Duster 110PS,2016,650000,30000,Diesel,Renault
Mahindra XUV500 W8,2014,680000,120000,Diesel,Mahindra
Renault KWID 1.0,2019,390000,25000,Petrol,Renault
Renault KWID RXL,2016,260000,80000,Petrol,Renault
Maruti Swift Dzire,2013,450000,67000,Petrol,Maruti
Hyundai i10 Era,2008,130000,120000,Petrol,Hyundai
Maruti Vitara Brezza,2019,890000,9000,Diesel,Maruti
Toyota Land Cruiser,2014,3500000,60000,Diesel,Toyota
Honda City i,2014,750000,80000,Diesel,Honda
Honda Civic ZX,2019,2000000,24857,Petrol,Honda
Hyundai EON 1.0,2017,270000,26442,Petrol,Hyundai
Maruti Ertiga BSIV,2017,700000,35000,Petrol,Maruti
Maruti Alto LXi,2010,130000,28000,Petrol,Maruti
Maruti Ertiga ZDI,2015,650000,80000,Diesel,Maruti
Maruti Wagon R,2017,475000,20000,Petrol,Maruti
Honda Jazz 1.2,2017,615000,40000,Petrol,Honda
Hyundai Grand i10,2015,390000,15000,Petrol,Hyundai
Maruti Swift AMT,2019,650000,15000,Petrol,Maruti
Maruti Swift VXI,2015,440000,30000,Petrol,Maruti
Honda City i,2014,600000,70000,Diesel,Honda
Chevrolet Spark 1.0,2012,170000,80000,Petrol,Chevrolet
Mahindra Bolero 2011-2019,2013,499000,80000,Diesel,Mahindra
Toyota Innova 2.5,2015,1300000,120000,Diesel,Toyota
Hyundai Verna 1.6,2016,800000,80000,Diesel,Hyundai
Maruti Swift VXI,2020,600000,5000,Petrol,Maruti
Honda Brio 1.2,2017,400000,50000,Petrol,Honda
Maruti Swift Dzire,2017,700000,65000,Diesel,Maruti
Maruti Baleno Alpha,2017,800000,35000,Diesel,Maruti
Honda Jazz 1.5,2015,600000,90000,Diesel,Honda
Maruti Swift VDI,2016,580000,100000,Diesel,Maruti
Renault KWID RXT,2016,350000,15000,Petrol,Renault
Ford Figo Diesel,2011,204999,147000,Diesel,Ford
Mahindra XUV500 W10,2017,1350000,20000,Diesel,Mahindra
Hyundai i20 Asta,2009,310000,120000,Diesel,Hyundai
Toyota Innova 2.5,2011,700000,250000,Diesel,Toyota
Ford Figo 1.5D,2016,459999,69000,Diesel,Ford
Maruti Ciaz ZDi,2017,860000,80000,Diesel,Maruti
Renault KWID RXT,2016,390000,15000,Petrol,Renault
Hyundai Xcent 1.1,2018,665000,40142,Diesel,Hyundai
Hyundai i20 1.2,2019,721000,9400,Petrol,Hyundai
Mahindra KUV 100,2016,390000,62000,Diesel,Mahindra
Mahindra Thar CRDe,2019,975000,12584,Diesel,Mahindra
Hyundai Elite i20,2019,685000,4300,Petrol,Hyundai
Maruti Swift VXI,2019,595000,14548,Petrol,Maruti
Ford EcoSport 1.5,2018,900000,44772,Diesel,Ford
Maruti Ertiga ZDI,2018,950000,48500,Diesel,Maruti
Hyundai i20 2015-2017,2017,570000,28782,Petrol,Hyundai
Hyundai i20 Asta,2018,700000,28451,Petrol,Hyundai
Maruti Vitara Brezza,2018,910000,36500,Diesel,Maruti
Maruti Swift Dzire,2018,751000,44885,Diesel,Maruti
Tata Indica Vista,2009,135000,110000,Diesel,Tata
Hyundai Creta 1.6,2017,975000,41000,Diesel,Hyundai
Maruti Ertiga SHVS,2019,925000,50000,Diesel,Maruti
Maruti Ertiga ZDI,2016,725000,66000,Diesel,Maruti
Maruti Ertiga VDI,2013,550000,65000,Diesel,Maruti
Hyundai i20 Diesel,2014,550000,76000,Diesel,Hyundai
Toyota Innova 2.5,2013,750000,95000,Diesel,Toyota
Honda City 1.5,2013,475000,55000,Petrol,Honda
Maruti Ertiga VDI,2017,725000,76000,Diesel,Maruti
Maruti Ertiga VXI,2018,775000,47000,Petrol,Maruti
Maruti Swift Dzire,2017,625000,70000,Diesel,Maruti
Maruti Swift ZDi,2014,470000,89000,Diesel,Maruti
Toyota Innova Crysta,2017,1750000,98000,Diesel,Toyota
Toyota Innova Crysta,2016,1650000,90000,Diesel,Toyota
Maruti Swift VDI,2013,380000,57000,Diesel,Maruti
Maruti Swift Dzire,2017,650000,70000,Diesel,Maruti
Hyundai EON Era,2016,275000,49200,Petrol,Hyundai
Honda Civic 1.8,2009,220000,125000,Petrol,Honda
Hyundai i10 Era,2008,200000,60000,Petrol,Hyundai
Maruti Eeco 5,2015,315000,120000,Petrol,Maruti
Maruti Wagon R,2007,120000,70000,Petrol,Maruti
Maruti Wagon R,2006,90000,168000,Petrol,Maruti
Mahindra XUV500 W10,2018,1500000,30000,Diesel,Mahindra
Hyundai Grand i10,2015,370000,60000,Diesel,Hyundai
Maruti Swift VDI,2016,595000,131111,Diesel,Maruti
Mahindra Renault Logan,2007,150000,120000,Diesel,Mahindra
Maruti Swift Dzire,2012,400000,58400,Diesel,Maruti
Maruti Alto K10,2016,310000,23400,Petrol,Maruti
Maruti Celerio VXI,2018,385000,50000,Petrol,Maruti
Mahindra XUV500 W8,2014,750000,90000,Diesel,Mahindra
Hyundai Santro Sportz,2019,521000,3010,Petrol,Hyundai
Tata Manza Aqua,2010,180000,80000,Diesel,Tata
Ford Fiesta EXi,2011,220000,155000,Diesel,Ford
Hyundai Grand i10,2018,540000,4000,Petrol,Hyundai
Maruti Alto LXi,2007,140000,35000,Petrol,Maruti
Ford EcoSport 1.5,2015,650000,110000,Diesel,Ford
Ford Fiesta 1.4,2010,229999,170000,Diesel,Ford
Maruti Swift Vdi,2010,305000,175000,Diesel,Maruti
Ford Fiesta 1.4,2008,200000,163000,Diesel,Ford
Mahindra Xylo D2,2010,465000,77088,Diesel,Mahindra
Mahindra Bolero 2011-2019,2016,570000,136511,Diesel,Mahindra
Maruti Ertiga ZXI,2015,570000,80000,Petrol,Maruti
Maruti Ertiga ZXI,2015,650000,60000,Petrol,Maruti
Maruti Swift Dzire,2016,620000,36000,Petrol,Maruti
Maruti Wagon R,2012,250000,65000,Petrol,Maruti
Ford EcoSport 1.5,2018,810000,30000,Diesel,Ford
Chevrolet Cruze LTZ,2011,270000,100000,Diesel,Chevrolet
Maruti Swift Dzire,2015,470000,70000,Diesel,Maruti
Tata Zest Quadrajet,2017,400000,85000,Diesel,Tata
Maruti Wagon R,2014,300000,60000,Petrol,Maruti
Maruti Alto 800,2015,170000,20000,Petrol,Maruti
Renault Duster 110PS,2014,455999,80000,Diesel,Renault
Mahindra Xylo D2,2009,121000,100000,Diesel,Mahindra
Maruti Vitara Brezza,2016,650000,80000,Diesel,Maruti
Tata Bolt Revotron,2017,350000,35000,Petrol,Tata
Chevrolet Beat Diesel,2013,125000,139000,Diesel,Chevrolet
Honda City 2017-2020,2008,250000,100000,Petrol,Honda
Volkswagen Vento Diesel,2011,225000,90000,Diesel,Volkswagen
Mahindra Bolero SLX,2007,215000,105000,Diesel,Mahindra
Hyundai Xcent 1.2,2017,450000,40000,Diesel,Hyundai
Hyundai Xcent 1.2,2017,509999,90000,Petrol,Hyundai
Maruti Alto 800,2015,245000,36710,Petrol,Maruti
Maruti SX4 S,2016,620000,28180,Diesel,Maruti
Tata Harrier XZ,2019,1700000,15000,Diesel,Tata
Maruti Ritz VDi,2014,370000,30000,Diesel,Maruti
Maruti Swift VXI,2013,350000,15000,Petrol,Maruti
Maruti Baleno Alpha,2017,580000,20000,Petrol,Maruti
Hyundai Grand i10,2018,450000,56000,Petrol,Hyundai
Hyundai i20 Active,2017,600000,19000,Petrol,Hyundai
Ford Endeavour 2.2,2016,2400000,30000,Diesel,Ford
Hyundai i20 1.2,2017,450000,70000,Petrol,Hyundai
Tata Indigo CS,2009,150000,30000,Diesel,Tata
Maruti Eeco 5,2019,400000,15000,Petrol,Maruti
Maruti Alto 800,2013,185000,85000,Petrol,Maruti
Maruti Swift AMT,2018,625000,50000,Petrol,Maruti
Hyundai i20 Active,2019,700000,20000,Petrol,Hyundai
Maruti Wagon R,2017,390000,25000,Petrol,Maruti
Tata Nexon 1.2,2018,625000,25000,Petrol,Tata
Maruti Swift Dzire,2014,400000,50000,Petrol,Maruti
Hyundai i20 1.4,2011,380000,150000,Diesel,Hyundai
Toyota Corolla Altis,2009,400000,90000,Petrol,Toyota
Tata Zest Revotron,2019,620000,100000,Petrol,Tata
Ford Fiesta Classic,2008,190000,180000,Diesel,Ford
Maruti Alto 800,2013,210000,50000,Petrol,Maruti
Maruti Ritz VDi,2012,270000,80000,Diesel,Maruti
Hyundai EON D,2014,220000,93000,Petrol,Hyundai
Mahindra Bolero 2011-2019,2014,550000,11500,Diesel,Mahindra
Hyundai i20 Asta,2013,370000,120000,Petrol,Hyundai
Mahindra Xylo D2,2015,650000,50000,Diesel,Mahindra
Honda City V,2012,550000,120000,Petrol,Honda
Ford Fiesta 1.4,2010,225000,100000,Diesel,Ford
Hyundai EON Era,2016,280000,60000,Petrol,Hyundai
Ford Figo Aspire,2017,570000,44077,Petrol,Ford
Maruti Alto 800,2017,290000,90000,Petrol,Maruti
Hyundai i20 Active,2018,720000,50000,Diesel,Hyundai
Ford EcoSport 1.5,2017,800000,60000,Diesel,Ford
Hyundai i10 Era,2012,265000,20000,Petrol,Hyundai
Maruti Alto LX,2010,135000,90000,Petrol,Maruti
Ford Figo 1.5D,2016,350000,70000,Diesel,Ford
Chevrolet Enjoy 1.3,2016,490000,80000,Diesel,Chevrolet
Hyundai Verna 1.6,2012,450000,72000,Diesel,Hyundai
Mahindra Scorpio 1.99,2016,950000,50000,Diesel,Mahindra
Maruti Swift Dzire,2012,355000,90000,Petrol,Maruti
Hyundai Elite i20,2019,700000,17000,Petrol,Hyundai
Mahindra Scorpio VLX,2012,459999,70000,Diesel,Mahindra
Volkswagen Polo Diesel,2012,350000,74000,Diesel,Volkswagen
Maruti Alto LX,2006,85000,60000,Petrol,Maruti
Maruti Alto 800,2016,290000,15000,Petrol,Maruti
Honda WR-V i-DTEC,2019,1000000,72000,Diesel,Honda
Tata Indica V2,2008,85000,25000,Petrol,Tata
Tata Indica Vista,2009,170000,55768,Diesel,Tata
Hyundai Grand i10,2017,525000,40000,Petrol,Hyundai
Maruti Wagon R,2020,265000,70000,Petrol,Maruti
Tata Tigor 1.2,2018,459999,50000,Petrol,Tata
Maruti Alto K10,2017,250000,20000,Petrol,Maruti
Maruti Swift Dzire,2013,395000,70000,Diesel,Maruti
Hyundai Grand i10,2014,375000,60000,Petrol,Hyundai
Tata Indica Vista,2009,120000,120000,Diesel,Tata
Maruti Ritz VDi,2011,290000,110000,Diesel,Maruti
Tata Tiago 1.2,2017,409999,60000,Petrol,Tata
Chevrolet Spark 1.0,2009,200000,30000,Petrol,Chevrolet
Renault Duster 110PS,2012,450000,100000,Diesel,Renault
Mahindra XUV500 W8,2012,650000,80000,Diesel,Mahindra
Volkswagen CrossPolo 1.5,2014,300000,84000,Diesel,Volkswagen
Ford Fiesta 1.5,2014,425000,60000,Diesel,Ford
Hyundai i10 Magna,2011,200000,60000,Petrol,Hyundai
Mahindra XUV500 W10,2015,975000,100000,Diesel,Mahindra
Mahindra Bolero 2011-2019,2013,450000,70000,Diesel,Mahindra
Mahindra Bolero 2011-2019,2014,600000,82500,Diesel,Mahindra
Mahindra Bolero 2011-2019,2014,550000,76000,Diesel,Mahindra
Tata Indica Vista,2011,180000,87000,Diesel,Tata
Mahindra Xylo E4,2010,300000,120000,Diesel,Mahindra
Tata Zest Revotron,2016,350000,70000,Petrol,Tata
Maruti Swift Dzire,2014,465000,90000,Diesel,Maruti
